"base_asset_id","base_exchange_symbol","q2_pair_count","q2_typed_observation_count","current_candidate_count","current_candidate_ids","current_candidate_names","candidate_records_json","candidate_records_sha256","mapping_status","mapping_approved"
"FET","FET","2","73374","1","fetch-ai","Artificial Superintelligence Alliance","[{""id"":""fetch-ai"",""symbol"":""fet"",""name"":""Artificial Superintelligence Alliance"",""platforms"":{""binance-smart-chain"":""0x031b41e504677879370e9dbcf937283a8691fa7f"",""cardano"":""e824c0011176f0926ad51f492bcc63ac6a03a589653520839dc7e3d9464554"",""ethereum"":""0xaea46a60368a7bd060eec7df8cba43b7ef41ad85"",""osmosis"":""ibc/5D1F516200EE8C6B2354102143B78A2DEDA25EDE771AC0F8DC3C1837C8FD4447""}}]","2aae4bdce3febd68a0b23b9b61cbd1f631bb27f04cdbb4dbf84d9ddd299f66d8","single_current_candidate_review_required","False"
"FHE","FHE","2","10550","1","mind-network","Mind Network","[{""id"":""mind-network"",""symbol"":""fhe"",""name"":""Mind Network"",""platforms"":{""binance-smart-chain"":""0xd55c9fb62e176a8eb6968f32958fefdd0962727e"",""ethereum"":""0xd55c9fb62e176a8eb6968f32958fefdd0962727e""}}]","d9922393ea6096cff17a2c814f3f8e181e30753786f2031f5c925219a9c211c4","single_current_candidate_review_required","False"
"FIDA","FIDA","2","8497","1","bonfida","Bonfida","[{""id"":""bonfida"",""symbol"":""fida"",""name"":""Bonfida"",""platforms"":{""solana"":""EchesyfXePKdLtoiZSL8pBe8Myagyy8ZRqsACNCFGnvp""}}]","adf2d1349ce3a81556d1ec315532b9cb7d3e53f954f03cc37f116b844a25df79","single_current_candidate_review_required","False"
"FIL","FIL","5","31926","2","binance-peg-filecoin|filecoin","Binance-Peg Filecoin|Filecoin","[{""id"":""binance-peg-filecoin"",""symbol"":""fil"",""name"":""Binance-Peg Filecoin"",""platforms"":{""binance-smart-chain"":""0x0d8ce2a99bb6e3b7db580ed848240e4a0f9ae153""}},{""id"":""filecoin"",""symbol"":""fil"",""name"":""Filecoin"",""platforms"":{}}]","0cf744385f94f50fa7eb23dea8c9d83b1d5a9913a7edc9a6b591cd15ea374dce","ambiguous_current_candidates","False"
"FIS","FIS","2","6307","2","fidelity-national-information-services-dinari-tokenized-stock|stafi","Fidelity National Information Services (Dinari Tokenized Stock)|Stafi","[{""id"":""fidelity-national-information-services-dinari-tokenized-stock"",""symbol"":""fis"",""name"":""Fidelity National Information Services (Dinari Tokenized Stock)"",""platforms"":{""arbitrum-one"":""0x04390c214d786806cf5b8db37294f6a30c69b3cd"",""avalanche"":""0xc6cc91506b22d68437b1e5be4bdc1818a7fd74eb"",""base"":""0xc6cc91506b22d68437b1e5be4bdc1818a7fd74eb"",""ethereum"":""0xc6cc91506b22d68437b1e5be4bdc1818a7fd74eb""}},{""id"":""stafi"",""symbol"":""fis"",""name"":""Stafi"",""platforms"":{""ethereum"":""0xef3a930e1ffffacd2fc13434ac81bd278b0ecc8d"",""osmosis"":""ibc/01D2F0C4739C871BFBEE7E786709E6904A55559DC1483DD92ED392EF12247862"",""polkadot"":""0xef3a930e1ffffacd2fc13434ac81bd278b0ecc8d"",""sora"":""0x00e6df883c9844e34b354b840e3a527f5fc6bfc937138c67908b1c8f2931f3e9""}}]","6792a330f105739f23521e6d62a79d1eb2cf6348f712195b5f8e31fa9134692b","ambiguous_current_candidates","False"
"FLOKI","FLOKI","2","25323","1","floki","FLOKI","[{""id"":""floki"",""symbol"":""floki"",""name"":""FLOKI"",""platforms"":{""binance-smart-chain"":""0xfb5b838b6cfeedc2873ab27866079ac55363d37e"",""ethereum"":""0xcf0c122c6b73ff809c693db761e7baebe62b6a2e""}}]","974e57c3a380797adc174ba4cb0b510bb5c3cc4e141a773b18c7fcdae2dbebd3","single_current_candidate_review_required","False"
"FLOW","FLOW","2","20746","6","flow|flow-agent|flow-state|pulsechain-flow|robinflow|stake-flow","Flow|Flow Agent|flow state|Pulsechain FLOW|RobinFlow|STAKE FLOW","[{""id"":""flow"",""symbol"":""flow"",""name"":""Flow"",""platforms"":{}},{""id"":""flow-agent"",""symbol"":""flow"",""name"":""Flow Agent"",""platforms"":{""solana"":""HEHT1eKNsTnuMAQaSM4ac8r3ynckmquxA3hUun5Npump""}},{""id"":""flow-state"",""symbol"":""flow"",""name"":""flow state"",""platforms"":{""solana"":""GYKBbafCYFwd9gYrZuVQ4yYwdHgbxJ1HRQh8jN6Apump""}},{""id"":""pulsechain-flow"",""symbol"":""flow"",""name"":""Pulsechain FLOW"",""platforms"":{""pulsechain"":""0x39b9d781dad0810d07e24426c876217218ad353d""}},{""id"":""robinflow"",""symbol"":""flow"",""name"":""RobinFlow"",""platforms"":{""robinhood"":""0xe59eccb15ea07a755eb9587eefda7929559e1fa6""}},{""id"":""stake-flow"",""symbol"":""flow"",""name"":""STAKE FLOW"",""platforms"":{""binance-smart-chain"":""0x7dc31152f557f0a21897cab58b0d2d213a6d4444""}}]","f318e87593400264624b98ce8e3052f0c0094289ef630a8830550f212c9a28a5","ambiguous_current_candidates","False"
"FLR","FLR","2","47932","1","flare-networks","Flare","[{""id"":""flare-networks"",""symbol"":""flr"",""name"":""Flare"",""platforms"":{}}]","d23e0522b1b1d07be61980af647758c42b5bfe7352129a73c73b04a343ae8c28","single_current_candidate_review_required","False"
"FLUX","FLUX","2","68002","2","flux|zelcash","Datamine FLUX|Flux","[{""id"":""flux"",""symbol"":""flux"",""name"":""Datamine FLUX"",""platforms"":{""arbitrum-one"":""0xf80d589b3dbe130c270a69f1a69d050f268786df"",""ethereum"":""0x469eda64aed3a3ad6f868c44564291aa415cb1d9""}},{""id"":""zelcash"",""symbol"":""flux"",""name"":""Flux"",""platforms"":{}}]","c04bea4b432d927750968b337a65b79123941a500edfaa1ffb48d74975d91cee","ambiguous_current_candidates","False"
"FLY","FLY","2","3504","4","firefly-aerospace-inc-robinhood-token|fly-2|franklin|hyperfly","Firefly Aerospace Inc. • Robinhood Token|Fly|Franklin|HyperFly","[{""id"":""firefly-aerospace-inc-robinhood-token"",""symbol"":""fly"",""name"":""Firefly Aerospace Inc. • Robinhood Token"",""platforms"":{""robinhood"":""0x03bc731ffb162cdd7b98d3c6542bfc291126075d""}},{""id"":""fly-2"",""symbol"":""fly"",""name"":""Fly"",""platforms"":{""sonic"":""0x6c9b3a74ae4779da5ca999371ee8950e8db3407f""}},{""id"":""franklin"",""symbol"":""fly"",""name"":""Franklin"",""platforms"":{""binance-smart-chain"":""0x681fd3e49a6188fc526784ee70aa1c269ee2b887"",""ethereum"":""0x85f6eb2bd5a062f5f8560be93fb7147e16c81472""}},{""id"":""hyperfly"",""symbol"":""fly"",""name"":""HyperFly"",""platforms"":{""hyperliquid"":""0x55db85bd0938b111d0f78a98173fd99a""}}]","78087a4f0c1f5f2a79abfac882e585ee1456596ca3d4e54f841c403a3a1310c7","ambiguous_current_candidates","False"
"FORTH","FORTH","2","8510","1","ampleforth-governance-token","Ampleforth Governance","[{""id"":""ampleforth-governance-token"",""symbol"":""forth"",""name"":""Ampleforth Governance"",""platforms"":{""ethereum"":""0x77fba179c79de5b7653f68b5039af940ada60ce0""}}]","70c62e32c8d80a0943fb8a3a95da0b695dd3ab97e1b4cbd68b9f9f7c588d21d5","single_current_candidate_review_required","False"
"FWOG","FWOG","2","71665","2","based-fwog|fwog","Based Fwog|Fwog","[{""id"":""based-fwog"",""symbol"":""fwog"",""name"":""Based Fwog"",""platforms"":{""base"":""0x1035ae3f87a91084c6c5084d0615cc6121c5e228""}},{""id"":""fwog"",""symbol"":""fwog"",""name"":""Fwog"",""platforms"":{""solana"":""A8C3xuqscfmyLrte3VmTqrAq8kgMASius9AFNANwpump""}}]","44e5c4c97cd3312125532ad4dd07b3c745b41d031d9613a40831c046a5b1350b","ambiguous_current_candidates","False"
"FXS","FXS","2","10205","0","","","[]","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","no_current_candidate","False"
"G","G","2","3236","2","giants-protocol|g-token","Giants Protocol|Gravity (by Galxe)","[{""id"":""giants-protocol"",""symbol"":""g"",""name"":""Giants Protocol"",""platforms"":{""solana"":""GpEKud3JpJDc5D3Gek8UVCb6vAiahGmDUZMQFnf5btai""}},{""id"":""g-token"",""symbol"":""g"",""name"":""Gravity (by Galxe)"",""platforms"":{""base"":""0x9c7beba8f6ef6643abd725e45a4e8387ef260649"",""binance-smart-chain"":""0x9c7beba8f6ef6643abd725e45a4e8387ef260649"",""ethereum"":""0x9c7beba8f6ef6643abd725e45a4e8387ef260649""}}]","8ad8cc6f6351f6c794f70a23152f420d9a8214a23066875917f92407a260608c","ambiguous_current_candidates","False"
"GAL","GAL","2","6630","3","galatasaray-fan-token|one-unchill-gal|project-galaxy","GAL (migrated to Gravity - G)|Galatasaray Fan Token|one unchill gal","[{""id"":""galatasaray-fan-token"",""symbol"":""gal"",""name"":""Galatasaray Fan Token"",""platforms"":{""base"":""0xdf29de222a4fcf9e5b01028edce0d92f9a72cc6a"",""chiliz"":""0x770da1e5ddb22f3ccc2482493bd9b10a7a8a38ae"",""solana"":""EDzhmkPa5gToYGowjH66xycCRgPmfWNzfqpXdCzsYb8M""}},{""id"":""one-unchill-gal"",""symbol"":""gal"",""name"":""one unchill gal"",""platforms"":{""solana"":""7p2Rs9KkiWNKZkWNDFUCxG7EUBxbCByQC95fCNQ8pump""}},{""id"":""project-galaxy"",""symbol"":""gal"",""name"":""GAL (migrated to Gravity - G)"",""platforms"":{""binance-smart-chain"":""0xe4cc45bb5dbda06db6183e8bf016569f40497aa5"",""ethereum"":""0x5faa989af96af85384b8a938c2ede4a7378d9875""}}]","9a0e59d464381de01232e8e45cd64ab52cb3631a4aea49f90bef5f3385e8ce0a","ambiguous_current_candidates","False"
"GALA","GALA","2","32129","1","gala","GALA","[{""id"":""gala"",""symbol"":""gala"",""name"":""GALA"",""platforms"":{""ethereum"":""0xd1d2eb1b1e90b638588728b4130137d262c87cae"",""galachain"":""E3bVbsc7viP1A8tn3ayChk3BAt"",""solana"":""eEUiUs4JWYZrp72djAGF1A8PhpR6rHphGeGN7GbVLp6""}}]","aa5f6ea25e90cffa30bac131130f23046248e7a161d34d230b6c516111680823","single_current_candidate_review_required","False"
"GARI","GARI","2","10521","1","gari-network","Gari Network","[{""id"":""gari-network"",""symbol"":""gari"",""name"":""Gari Network"",""platforms"":{""solana"":""CKaKtYvz6dKPyMvYq9Rh3UBrnNqYZAyd7iF4hJtjUvks""}}]","b314cfd96908dc329ad3b824a3189f11f89e359237be3cab4d9d99ce4179a04a","single_current_candidate_review_required","False"
"ZGBP","GBP","1","100086","0","","","[]","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","no_current_candidate","False"
"GFI","GFI","2","23208","2","goldfinch|gravity-finance","Goldfinch|Gravity Finance [OLD]","[{""id"":""goldfinch"",""symbol"":""gfi"",""name"":""Goldfinch"",""platforms"":{""ethereum"":""0xdab396ccf3d84cf2d07c4454e10c8a6f5b008d2b""}},{""id"":""gravity-finance"",""symbol"":""gfi"",""name"":""Gravity Finance [OLD]"",""platforms"":{""polygon-pos"":""0x874e178a2f3f3f9d34db862453cd756e7eab0381""}}]","52dda22c3c467edd0c50fd257edb97080c44a85a17b81e459b4a278a259201ed","ambiguous_current_candidates","False"
"GHIBLI","GHIBLI","2","35566","2","ghiblicz|ghiblification","GhibliCZ|Ghiblification","[{""id"":""ghiblicz"",""symbol"":""ghibli"",""name"":""GhibliCZ"",""platforms"":{""binance-smart-chain"":""0x795d2710e383f33fbebe980a155b29757b6703f3""}},{""id"":""ghiblification"",""symbol"":""ghibli"",""name"":""Ghiblification"",""platforms"":{""solana"":""4TBi66vi32S7J8X1A6eWfaLHYmUXu7CStcEmsJQdpump""}}]","b51a6ad5519c03f83c3102dc490cd9e866d2d2adc84db08a5f86aeb52d417d92","ambiguous_current_candidates","False"
"GHST","GHST","2","4157","1","aavegotchi","Aavegotchi","[{""id"":""aavegotchi"",""symbol"":""ghst"",""name"":""Aavegotchi"",""platforms"":{""base"":""0xcd2f22236dd9dfe2356d7c543161d4d260fd9bcb"",""energi"":""0x4bd75f8c7e067ea9b6e2dfbecd99d805396bc5ff"",""ethereum"":""0x3f382dbd960e3a9bbceae22651e88158d2791550"",""polygon-pos"":""0x385eeac5cb85a38a9a07a70c73e0a3271cfb54a7""}}]","0e97302a15ea107bc24e3cec71e29cd8258aa3b2b092b254422b6d2a19e479eb","single_current_candidate_review_required","False"
"GIGA","GIGA","2","41812","2","gigachad-2|gigaswap","Gigachad|GigaSwap","[{""id"":""gigachad-2"",""symbol"":""giga"",""name"":""Gigachad"",""platforms"":{""solana"":""63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9""}},{""id"":""gigaswap"",""symbol"":""giga"",""name"":""GigaSwap"",""platforms"":{""ethereum"":""0x83249c6794bca5a77eb8c0af9f1a86e055459cea""}}]","c37c77cb13ec7d240c50ebe2159827f36b09150ac9d336b69f4bfee49414ae26","ambiguous_current_candidates","False"
"GLMR","GLMR","2","7761","1","moonbeam","Moonbeam","[{""id"":""moonbeam"",""symbol"":""glmr"",""name"":""Moonbeam"",""platforms"":{""base"":""0xb3846fd356c2149ee8d30b0449088dc74e265459""}}]","14d8b8de50abc517cf15eb7d7bffeb65c2cb397b27e4042fa611868f7e86801e","single_current_candidate_review_required","False"
"GMT","GMT","2","7224","1","stepn","GMT","[{""id"":""stepn"",""symbol"":""gmt"",""name"":""GMT"",""platforms"":{""binance-smart-chain"":""0x3019bf2a2ef8040c242c9a4c5c4bd4c81678b2a1"",""ethereum"":""0xe3c408bd53c31c085a1746af401a4042954ff740"",""polygon-pos"":""0x714db550b574b3e927af3d93e26127d15721d4c2"",""solana"":""7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx""}}]","a969d3182fc72f5877bd89eecbd9c6d410155373c7bbdb4fe35c83134e570a0e","single_current_candidate_review_required","False"
"GMX","GMX","2","5129","1","gmx","GMX","[{""id"":""gmx"",""symbol"":""gmx"",""name"":""GMX"",""platforms"":{""arbitrum-one"":""0xfc5a1a6eb076a2c7ad06ed22c90d7e710e35ad0a"",""avalanche"":""0x62edc0692bd897d2295872a9ffcac5425011c661""}}]","873f1dfbd842c7a45136af0a8b0d4784eb2fc63142bf51cf1f297fa165eeffea","single_current_candidate_review_required","False"
"GNO","GNO","2","18800","2","gnosis|linea-bridged-gno-linea","Gnosis|Linea Bridged GNO (Linea)","[{""id"":""gnosis"",""symbol"":""gno"",""name"":""Gnosis"",""platforms"":{""arbitrum-one"":""0xa0b862f60edef4452f25b4160f177db44deb6cf1"",""energi"":""0xf452bff8e958c6f335f06fc3aac427ee195366fe"",""ethereum"":""0x6810e776880c02933d47db1b9fc05908e5386b96"",""xdai"":""0x9c58bacc331c9aa871afd802db6379a98e80cedb""}},{""id"":""linea-bridged-gno-linea"",""symbol"":""gno"",""name"":""Linea Bridged GNO (Linea)"",""platforms"":{""linea"":""0xe516a5cff996cc399efbb48355fd5ab83438e7a9""}}]","28d3ab38376096f7635a0198fe042cb58c59142231eea53e10643021910f0e4a","ambiguous_current_candidates","False"
"GOAT","GOAT","2","28915","8","absolute-goat|goatcoin-2|goatseus-maximus|goatseus-maximus-on-eth|goat-trading|greatestofavaxtrenches|sonic-the-goat|wild-goat-coin-2-2","Absolute Goat|Goat Trading|Goatcoin|Goatcoin|Goatseus Maximus|Goatseus Maximus|GreatestOfAVAXTrenches|Sonic The Goat","[{""id"":""absolute-goat"",""symbol"":""goat"",""name"":""Absolute Goat"",""platforms"":{""robinhood"":""0x6e9acbfbdd8b57649ffeacea4d26a81ae1395367""}},{""id"":""goatcoin-2"",""symbol"":""goat"",""name"":""Goatcoin"",""platforms"":{""solana"":""GNHW5JetZmW85vAU35KyoDcYoSd3sNWtx5RPMTDJpump""}},{""id"":""goatseus-maximus"",""symbol"":""goat"",""name"":""Goatseus Maximus"",""platforms"":{""solana"":""CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump""}},{""id"":""goatseus-maximus-on-eth"",""symbol"":""goat"",""name"":""Goatseus Maximus"",""platforms"":{""ethereum"":""0x5200b34e6a519f289f5258de4554ebd3db12e822""}},{""id"":""goat-trading"",""symbol"":""goat"",""name"":""Goat Trading"",""platforms"":{""ethereum"":""0x6ae2a128cd07d672164ca9f2712ea737d198dd41""}},{""id"":""greatestofavaxtrenches"",""symbol"":""goat"",""name"":""GreatestOfAVAXTrenches"",""platforms"":{""avalanche"":""0xb9c188bc558a82a1ee9e75ae0857df443f407632""}},{""id"":""sonic-the-goat"",""symbol"":""goat"",""name"":""Sonic The Goat"",""platforms"":{""solana"":""59u8qAD2S2gEtsY5Vs7dJ95YspnHavyHEtRfzCEb9F7G""}},{""id"":""wild-goat-coin-2-2"",""symbol"":""goat"",""name"":""Goatcoin"",""platforms"":{""aptos"":""0xa4a357a4bc6a3719c8bb669ccbafbe89f7f9bcc42a2949282952e34760a74777""}}]","087e2e4fff7274d535d4f40337f087f398cd0e7d8b04f7b1cc5f8cd73d77d018","ambiguous_current_candidates","False"
"GRASS","GRASS","2","8203","2","grass|grass-2","Grass|Grass","[{""id"":""grass"",""symbol"":""grass"",""name"":""Grass"",""platforms"":{""solana"":""Grass7B4RdKfBCjTKgSqnXkqjwiGvQyFbuSCUJr3XXjs""}},{""id"":""grass-2"",""symbol"":""grass"",""name"":""Grass"",""platforms"":{""base"":""0xfcb49c1545d1d13272467f0d94e57a9aca39725c""}}]","0c5cba76bc208404538906425040a26e85bede6f4f565200a66e564e91943cfa","ambiguous_current_candidates","False"
"GRIFFAIN","GRIFFAIN","2","36316","1","griffain","GRIFFAIN","[{""id"":""griffain"",""symbol"":""griffain"",""name"":""GRIFFAIN"",""platforms"":{""solana"":""KENJSUYLASHUMfHyy5o4Hp2FdNqZg1AsUPhfH2kYvEP""}}]","9208cbccab72811129d133b5d9e1c185d81d808ec88a3dfa8d6e201b86290d62","single_current_candidate_review_required","False"
"GRT","GRT","4","38735","1","the-graph","The Graph","[{""id"":""the-graph"",""symbol"":""grt"",""name"":""The Graph"",""platforms"":{""arbitrum-one"":""0x9623063377ad1b27544c965ccd7342f7ea7e88c7"",""avalanche"":""0x8a0cac13c7da965a312f08ea4229c37869e85cb9"",""energi"":""0x771513ba693d457df3678c951c448701f2eaaad5"",""ethereum"":""0xc944e90c64b2c07662a292be6244bdf05cda44a7"",""harmony-shard-0"":""0x002fa662f2e09de7c306d2bab0085ee9509488ff"",""near-protocol"":""c944e90c64b2c07662a292be6244bdf05cda44a7.factory.bridge.near"",""polygon-pos"":""0x5fe2b58c013d7601147dcdd68c143a77499f5531"",""sora"":""0x00d1fb79bbd1005a678fbf2de9256b3afe260e8eead49bb07bd3a566f9fe8355""}}]","21628d5069037b1d0debad5cb804358b852ae8d5f77d688b1940354cc5e86622","single_current_candidate_review_required","False"
"GST","GST","2","13880","0","","","[]","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","no_current_candidate","False"
"GTC","GTC","2","3543","3","gitcoin|global-trust-coin|gtech-coin","Gitcoin|Global Trust Coin|Gtech Coin","[{""id"":""gitcoin"",""symbol"":""gtc"",""name"":""Gitcoin"",""platforms"":{""ethereum"":""0xde30da39c46104798bb5aa3fe8b9e0e1f348163f"",""near-protocol"":""de30da39c46104798bb5aa3fe8b9e0e1f348163f.factory.bridge.near""}},{""id"":""global-trust-coin"",""symbol"":""gtc"",""name"":""Global Trust Coin"",""platforms"":{""binance-smart-chain"":""0x6cd871fb811224aa23b6bf1646177cdfe5106416"",""ethereum"":""0xe138fda441fc31b36171122397a8a11d6cd2c479""}},{""id"":""gtech-coin"",""symbol"":""gtc"",""name"":""Gtech Coin"",""platforms"":{""binance-smart-chain"":""0xd1f6cc234b9b82e90ac277c9c2e3c7a91d17daf9""}}]","4aa3f72146e2f8128a3321a21620bb36f3934d96f75ef0e70029aa23cdc771f8","ambiguous_current_candidates","False"
"GUN","GUN","2","37697","1","gunz","Gunz","[{""id"":""gunz"",""symbol"":""gun"",""name"":""Gunz"",""platforms"":{""avalanche"":""0x26debd39d5ed069770406fca10a0e4f8d2c743eb"",""solana"":""3jUf2RTyXp867piSB2dt8uUcNiLDW58asjGtXkRAkBbe""}}]","e6840adb0874b560a52aeeda594638c5c7c9ad1f6defd9cd9fb0c322a98be77e","single_current_candidate_review_required","False"
"HDX","HDX","2","2368","2","home-depot-xstock|hydradx","Home Depot xStock|Hydration","[{""id"":""home-depot-xstock"",""symbol"":""hdx"",""name"":""Home Depot xStock"",""platforms"":{""arbitrum-one"":""0x766b0cd6ed6d90b5d49d2c36a3761e9728501ba9"",""binance-smart-chain"":""0x766b0cd6ed6d90b5d49d2c36a3761e9728501ba9"",""ethereum"":""0x766b0cd6ed6d90b5d49d2c36a3761e9728501ba9"",""mantle"":""0x766b0cd6ed6d90b5d49d2c36a3761e9728501ba9"",""solana"":""XszjVtyhowGjSC5odCqBpW1CtXXwXjYokymrk7fGKD3"",""the-open-network"":""EQC_2TSc-toKtn5psH4LFYZxtcMXEuNxEPH9RIXBxXW4zbh7""}},{""id"":""hydradx"",""symbol"":""hdx"",""name"":""Hydration"",""platforms"":{}}]","243e902dc71b9a1f04225343880f3d0aab0713b98331fd28b287e7a02bb035e9","ambiguous_current_candidates","False"
"HFT","HFT","2","6322","1","hashflow","Hashflow","[{""id"":""hashflow"",""symbol"":""hft"",""name"":""Hashflow"",""platforms"":{""binance-smart-chain"":""0x44ec807ce2f4a6f2737a92e985f318d035883e47"",""ethereum"":""0xb3999f658c0391d94a37f7ff328f3fec942bcadc""}}]","a6d3a747d2d82a38f3e1d61cf218b3d629fc5e931df490ffd6fbcf210b8e485b","single_current_candidate_review_required","False"
"HIPPO","HIPPO","2","3061","1","sudeng","sudeng","[{""id"":""sudeng"",""symbol"":""hippo"",""name"":""sudeng"",""platforms"":{""sui"":""0x8993129d72e733985f7f1a00396cbd055bad6f817fee36576ce483c8bbb8b87b::sudeng::SUDENG""}}]","2a873e2cf1c515159f6facaef22478687f0c735cb76e8edec18d541e43b986a2","single_current_candidate_review_required","False"
"HMSTR","HMSTR","2","1959","1","hamster-kombat","Hamster Kombat","[{""id"":""hamster-kombat"",""symbol"":""hmstr"",""name"":""Hamster Kombat"",""platforms"":{""the-open-network"":""EQAJ8uWd7EBqsmpSWaRdf_I-8R8-XHwh3gsNKhy-UrdrPcUo""}}]","7eda03fbe0592deaa9497b81a8a82b23525321a76fb37380336a7dc8d1dc3889","single_current_candidate_review_required","False"
"HNT","HNT","2","22513","1","helium","Helium","[{""id"":""helium"",""symbol"":""hnt"",""name"":""Helium"",""platforms"":{""solana"":""hntyVP6YFm1Hg25TN9WGLqM12b8TQmcknKrdu1oxWux""}}]","2b92164a3236b822d591153b028a81c4bd0d04edb136bb716f15d6fe83463e88","single_current_candidate_review_required","False"
"HONEY","HONEY","2","28079","2","hivemapper|honey-3","Hivemapper|Honey","[{""id"":""hivemapper"",""symbol"":""honey"",""name"":""Hivemapper"",""platforms"":{""solana"":""4vMsoUT2BWatFweudnQM1xedRLfJgJ7hswhcpz4xgBTy""}},{""id"":""honey-3"",""symbol"":""honey"",""name"":""Honey"",""platforms"":{""berachain"":""0xfcbd14dc51f0a4d49d5e53c2e0950e0bc26d0dce""}}]","2e128ea210b3a883adda935094ba3939cbccb2b8be5cddf5fd74316fce98c065","ambiguous_current_candidates","False"
"HPOS10I","HPOS10I","2","4758","0","","","[]","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","no_current_candidate","False"
"ICP","ICP","2","44892","1","internet-computer","Internet Computer","[{""id"":""internet-computer"",""symbol"":""icp"",""name"":""Internet Computer"",""platforms"":{""base"":""0x00f3c42833c3170159af4e92dbb451fb3f708917"",""ethereum"":""0x00f3c42833c3170159af4e92dbb451fb3f708917"",""internet-computer"":""ryjl3-tyaaa-aaaaa-aaaba-cai""}}]","1fc526da0f42ccefb4bb0dba5dbfebb48184b5cdba4307a8e1884c694c61c9f0","single_current_candidate_review_required","False"
"ICX","ICX","2","41219","1","icon","ICON","[{""id"":""icon"",""symbol"":""icx"",""name"":""ICON"",""platforms"":{}}]","2b873963cc47ddd13c45a82d8276f5a193117c3799cb20e105d47c5827762693","single_current_candidate_review_required","False"
"IDEX","IDEX","2","2720","1","aurora-dao","IDEX","[{""id"":""aurora-dao"",""symbol"":""idex"",""name"":""IDEX"",""platforms"":{""ethereum"":""0xb705268213d593b8fd88d3fdeff93aff5cbdcfae"",""polygon-pos"":""0x9cb74c8032b007466865f060ad2c46145d45553d""}}]","997a82c796bdc79a40d79ad156788db6742f17700c889e3688d1a1e6b05842ca","single_current_candidate_review_required","False"
"IMX","IMX","2","42274","1","immutable-x","Immutable","[{""id"":""immutable-x"",""symbol"":""imx"",""name"":""Immutable"",""platforms"":{""ethereum"":""0xf57e7e7c23978c3caec3c3548e3d615c346e79ff""}}]","9ed669dfd119d77fa4d8b2bbcfa995764c02d70ecc8dee0056e6e1cb6de0db0d","single_current_candidate_review_required","False"
"INIT","INIT","2","25232","2","init|initia","Inite|Initia","[{""id"":""init"",""symbol"":""init"",""name"":""Inite"",""platforms"":{""near-protocol"":""init-token.initeio.near""}},{""id"":""initia"",""symbol"":""init"",""name"":""Initia"",""platforms"":{""initia"":""uinit"",""osmosis"":""ibc/DD7EA9AF1E58E9FDD7F9810976817E203D5B87BAEF7AEA592FA34DF73310620B""}}]","f214b859d2fc7d21230bf9f3e041fde557c3e8b7dab3820e91dad9dcf9a1206a","ambiguous_current_candidates","False"
